# TIC 276754403, Night 2025-07-15
# Transit midtime (Tc) = 2460872.5998194860
# T1 = 2460872.5443472126
# T4 = 2460872.6552917594
BJD,FLUX
2460872.6968935137,1.0
2460872.6971393614,1.0
2460872.697385209,1.0
2460872.697631057,1.0
2460872.6978769046,1.0
2460872.6981227524,1.0
2460872.6983686,1.0
2460872.698614448,1.0
2460872.6988602956,1.0
2460872.699106143,1.0
2460872.6993519906,1.0
2460872.6995978383,1.0
2460872.699843686,1.0
2460872.700089534,1.0
2460872.7003353816,1.0
2460872.7005812293,1.0
2460872.700827077,1.0
2460872.701072925,1.0
2460872.7013187725,1.0
2460872.7015646202,1.0
2460872.701810468,1.0
2460872.7020563153,1.0
2460872.702302163,1.0
2460872.7025480107,1.0
2460872.7027938585,1.0
2460872.703039706,1.0
2460872.703285554,1.0
2460872.7035314017,1.0
2460872.7037772494,1.0
2460872.704023097,1.0
2460872.704268945,1.0
2460872.7045147927,1.0
2460872.7047606404,1.0
2460872.7050064877,1.0
2460872.7052523354,1.0
2460872.705498183,1.0
2460872.705744031,1.0
2460872.7059898786,1.0
2460872.7062357264,1.0
2460872.706481574,1.0
2460872.706727422,1.0
2460872.7069732696,1.0
2460872.7072191173,1.0
2460872.707464965,1.0
2460872.707710813,1.0
2460872.70795666,1.0
2460872.708202508,1.0
2460872.7084483556,1.0
2460872.7086942033,1.0
2460872.708940051,1.0
2460872.709185899,1.0
2460872.7094317465,1.0
2460872.7096775942,1.0
2460872.709923442,1.0
2460872.7101692897,1.0
2460872.7104151375,1.0
2460872.7106609847,1.0
2460872.7109068325,1.0
2460872.71115268,1.0
2460872.711398528,1.0
2460872.7116443757,1.0
2460872.7118902234,1.0
2460872.712136071,1.0
2460872.712381919,1.0
2460872.7126277667,1.0
2460872.7128736144,1.0
2460872.713119462,1.0
2460872.71336531,1.0
2460872.713611157,1.0
2460872.713857005,1.0
2460872.7141028526,1.0
2460872.7143487004,1.0
2460872.714594548,1.0
2460872.714840396,1.0
2460872.7150862436,1.0
2460872.7153320913,1.0
2460872.715577939,1.0
2460872.715823787,1.0
2460872.7160696345,1.0
2460872.7163154823,1.0
2460872.7165613296,1.0
2460872.7168071773,1.0
2460872.717053025,1.0
2460872.717298873,1.0
2460872.7175447205,1.0
2460872.7177905682,1.0
2460872.718036416,1.0
2460872.7182822637,1.0
2460872.7185281115,1.0
2460872.718773959,1.0
2460872.719019807,1.0
2460872.7192656547,1.0
2460872.719511502,1.0
2460872.7197573497,1.0
2460872.7200031974,1.0
2460872.720249045,1.0
2460872.720494893,1.0
2460872.7207407407,1.0
